Scene,Speaker,Words
"Season 3, Episode 7, Scene 50",Dwight,oh my god we did it in your face oh man i don't have no idea
"Season 3, Episode 8, Scene 1",Jim,the stamford branch is closing and everybody's just packing up their stuff andy bernard made these tasteful hats
"Season 3, Episode 8, Scene 2",Andy,that's the other thing you got to watch out yo tuna i wanna talk to you about this new boss michael scott so what's he like likes dislikes favorite sports favorite movies favorite men's magazines playing your cards close to the vest i get it good luck over there tuna cross me and i will destroy you what
"Season 3, Episode 8, Scene 2",Jim,yeah you know what i think you just need to meet him sounds good andy yes this is going to be very interesting all right i'm out of here see you later
"Season 3, Episode 8, Scene 3",Pam,hey how'd the run go that's great because he accomplished something really dwight how fast are you really
"Season 3, Episode 8, Scene 3",Dwight,psh why is that great what was your mile time i could beat that on a skateboard yeah well my feet don't and i can still crush that time let's just put it this way last weekend i outran a black pepper snake
"Season 3, Episode 8, Scene 4",Dwight,i am fast to give you a reference point i'm somewhere between a snake and a mongoose and a panther
"Season 3, Episode 8, Scene 5",Dwight,man what is taking toby so long and you'll compare the times no my groin is really tight i can't aaaaah
"Season 3, Episode 8, Scene 5",Pam,oh i'll just time him later yeah are you ready set go am i being mean to dwight i don't know i did just make him run around the building and i have no intention of timing him this isn't even a stopwatch it's a digital thermometer he does make my life harder sometimes and on purpose like he tried to put meters on the bathroom stalls as a way of bringing in more money for the company hey three more laps to go gotta pick it up if you're going to beat toby i should probably get back to work
"Season 3, Episode 8, Scene 6",Michael,here who's here yes please karen filip ka-ren fili-pell-li okay
"Season 3, Episode 8, Scene 6",Dwight,nametag karen filippelli probably italian possibly filipino
"Season 3, Episode 8, Scene 7",Michael,my branch is absorbing the stamford branch or as i like to put it my family is doubling in size that's all i'm going to say about it because i have a gigantic performance ahead of me and i have to get into my head and focus
"Season 3, Episode 8, Scene 8",Michael,who's next andy bernard saint bernard what i'm not i'm not firing somebody on the first day
"Season 3, Episode 8, Scene 8",Dwight,that's andy bernard if i were you i would fire anthony gardner before noon to consolidate power no no no not somebody gardner
"Season 3, Episode 8, Scene 9",Dwight,the japanese camp guards of world war ii always chose one man to kill whenever a batch of new prisoners arrived i always wondered how they chose the man who was to die i think i would have been good at choosing the person
"Season 3, Episode 8, Scene 10",Pam,good morning okay
"Season 3, Episode 8, Scene 10",Michael,got the food good looky-looky-looky what i want you to do set it up in the conference room please make it look nice as if you are trying to impress a much older man who's way out of your league
"Season 3, Episode 8, Scene 11",Pam,yes i'm in a good mood today i'm excited to meet all the new people and to see my old friend again definitely that's always a thing that makes people happy to have an old friend back
"Season 3, Episode 8, Scene 12",Michael,ah ding-ding-ding-ding-ding our first arrival welcome to scranton this is hannah smoterich-barr welcome to our humble abode follow me to your desk your ball and chain is right over here
"Season 3, Episode 8, Scene 12",Dwight,hannah smoterich-barr
"Season 3, Episode 8, Scene 13",Michael,you know for a lot of these people this is the only family they have so as far as i'm concerned this says 'world's best dad'
"Season 3, Episode 8, Scene 14",Michael,ah there he is tony what's your last name gardner i knew that there you go gift bag for you okay well they're just for guests if there are any left over you can buy one later whand coupons to various hot spots around scranton all right let me show you to your area sir come on big guy welcome welcome welcome welcome take me to your leader oh wait i am your leader mmm dah i am actually your boss michael scott welcome wow you are very exotic looking was your dad a gi or uh
"Season 3, Episode 8, Scene 14",Kevin,michael i didn't get a gift bag can i have your pencils
"Season 3, Episode 8, Scene 14",Pam,hi i'm pam oh thanks my mom made it for me
"Season 3, Episode 8, Scene 15",Andy,i'll be the number two guy here in scranton in six weeks how name repetition personality mirroring and never breaking off a handshake i'm always thinking one step ahead like a carpenter that makes stairs
"Season 3, Episode 8, Scene 16",Andy,hello and you must be michael scott aloha and hello michael thank you for welcoming me to your little kingdom mike nifty
"Season 3, Episode 8, Scene 16",Michael,ah you must be andy bernard aloha and welcome a-ha-ha-ho very good welcome to our little kingdom ah we have a bag of nifty gifties for you oh they are nifty they're nifty gifties
"Season 3, Episode 8, Scene 17",Michael,you know who i really like is this guy andy bernard he has got this very likable way about him
"Season 3, Episode 8, Scene 18",Jim,right okay hi i'm jim i'm new here yeah i was just doing a little joke there about how we'd never met awesome good to be back the place looks really good you too
"Season 3, Episode 8, Scene 18",Michael,no way get him out of here we don't want any of this kind in here good to see you man how are you martin nash i presume this is a little gift bag for you free of charge follow me i will show you where all the slaves work not so your desk is
"Season 3, Episode 8, Scene 18",Pam,oh my god it's really you i know i don't care it's really good to see you
"Season 3, Episode 8, Scene 19",Jim,where do i stand with pam um no idea i mean we're friends always have been friends um that is where we stand
"Season 3, Episode 8, Scene 20",Dwight,well well well look what the cat dragged in from stamford fact - i am older i am wiser do not mess with me what are you doing i have a smudge on my forehead why are you looking at my forehead meet my eye line jim stop acting like an idiot
"Season 3, Episode 8, Scene 20",Jim,hey dwight okay sounds good i don't know what you're talking about no looks good i'm not i am okay hey how are you man good to see you oh i'm sorry are you sitting here now oh you know man it's really you're call let me get that for you this one taken no good
"Season 3, Episode 8, Scene 22",Kevin,oh yes i can
"Season 3, Episode 8, Scene 23",Kevin,in general they do not give me much responsibility but they do let me shred the company documents and that is really all i need
"Season 3, Episode 8, Scene 24",Andy,michael scott thank you i appreciate it mike andy bernard regional director in charge of sales umm on the contrary and i'm a director which on a film set is the highest title there is do you know anything about film congratulations
